number	book	chapter	verse	trchapter	trverse	trtext
286	1	11	19	11	19	And after he had become the father of Reu, Peleg lived 209 years and had other sons and daughters.
287	1	11	20	11	20	When Reu was 32 years old, he became the father of Serug.
288	1	11	21	11	21	And after he had become the father of Serug, Reu lived 207 years and had other sons and daughters.
289	1	11	22	11	22	When Serug was 30 years old, he became the father of Nahor.
290	1	11	23	11	23	And after he had become the father of Nahor, Serug lived 200 years and had other sons and daughters.
291	1	11	24	11	24	When Nahor was 29 years old, he became the father of Terah.
292	1	11	25	11	25	And after he had become the father of Terah, Nahor lived 119 years and had other sons and daughters.
293	1	11	26	11	26	When Terah was 70 years old, he became the father of Abram, Nahor, and Haran.
294	1	11	27	11	27	This is the account of Terah. Terah became the father of Abram, Nahor, and Haran. And Haran became the father of Lot.
295	1	11	28	11	28	During his father Terah’s lifetime, Haran died in his native land, in Ur of the Chaldeans.
296	1	11	29	11	29	And Abram and Nahor took wives for themselves. Abram’s wife was named Sarai, and Nahor’s wife was named Milcah; she was the daughter of Haran, the father of both Milcah and Iscah.
297	1	11	30	11	30	But Sarai was barren; she had no children.
298	1	11	31	11	31	And Terah took his son Abram, his grandson Lot son of Haran, and his daughter-in-law Sarai the wife of Abram, and they set out from Ur of the Chaldeans for the land of Canaan. But when they arrived in Haran, they settled there.
299	1	11	32	11	32	Terah lived 205 years, and he died in Haran.
300	1	12	1	12	1	Then the LORD said to Abram, “Leave your country, your kindred, and your father’s household, and go to the land I will show you.
301	1	12	2	12	2	I will make you into a great nation, and I will bless you; I will make your name great, so that you will be a blessing.
302	1	12	3	12	3	I will bless those who bless you and curse those who curse you; and all the families of the earth will be blessed through you.”
303	1	12	4	12	4	So Abram departed, as the LORD had directed him, and Lot went with him. Abram was seventy-five years old when he left Haran.
304	1	12	5	12	5	And Abram took his wife Sarai, his nephew Lot, and all the possessions and people they had acquired in Haran, and set out for the land of Canaan. When they came to the land of Canaan,
305	1	12	6	12	6	Abram traveled through the land as far as the site of the Oak of Moreh at Shechem. And at that time the Canaanites were in the land.
306	1	12	7	12	7	Then the LORD appeared to Abram and said, “I will give this land to your offspring.” So Abram built an altar there to the LORD, who had appeared to him.
307	1	12	8	12	8	From there Abram moved on to the hill country east of Bethel and pitched his tent, with Bethel to the west and Ai to the east. There he built an altar to the LORD, and he called on the name of the LORD.
308	1	12	9	12	9	And Abram journeyed on toward the Negev.
309	1	12	10	12	10	Now there was a famine in the land. So Abram went down to Egypt to live there for a while because the famine was severe.
310	1	12	11	12	11	As he was about to enter Egypt, he said to his wife Sarai, “Look, I know that you are a beautiful woman,
311	1	12	12	12	12	and when the Egyptians see you, they will say, ‘This is his wife.’ Then they will kill me but will let you live.
312	1	12	13	12	13	Please say you are my sister, so that I will be treated well for your sake, and on account of you my life will be spared.”
313	1	12	14	12	14	So when Abram entered Egypt, the Egyptians saw that the woman was very beautiful.
314	1	12	15	12	15	When Pharaoh’s officials saw Sarai, they commended her to him, and she was taken into the palace of Pharaoh.
315	1	12	16	12	16	He treated Abram well on her account, and Abram acquired sheep and cattle, male and female donkeys, menservants and maidservants, and camels.
316	1	12	17	12	17	The LORD, however, afflicted Pharaoh and his household with severe plagues because of Abram’s wife Sarai.
317	1	12	18	12	18	So Pharaoh summoned Abram and asked, “What have you done to me? Why didn’t you tell me she was your wife?
318	1	12	19	12	19	Why did you say, ‘She is my sister,’ so that I took her as my wife? Now then, here is your wife. Take her and go!”
319	1	12	20	12	20	Then Pharaoh gave his men orders concerning Abram, and they sent him away with his wife and all his possessions.
320	1	13	1	13	1	So Abram went up out of Egypt into the Negev—he and his wife and all his possessions—and Lot was with him.
321	1	13	2	13	2	And Abram had become extremely wealthy in livestock and silver and gold.
322	1	13	3	13	3	From the Negev he journeyed from place to place toward Bethel, until he came to the place between Bethel and Ai where his tent had formerly been pitched,
323	1	13	4	13	4	to the site where he had built the altar. And there Abram called on the name of the LORD.
324	1	13	5	13	5	Now Lot, who was traveling with Abram, also had flocks and herds and tents.
325	1	13	6	13	6	But the land was unable to support both of them while they stayed together, for they had so many possessions that they were unable to coexist.
326	1	13	7	13	7	And there was discord between the herdsmen of Abram and the herdsmen of Lot. At that time the Canaanites and the Perizzites were also living in the land.
327	1	13	8	13	8	So Abram said to Lot, “Please let there be no contention between you and me, or between your herdsmen and my herdsmen. After all, we are brothers.
328	1	13	9	13	9	Is not the whole land before you? Now separate yourself from me. If you go to the left, I will go to the right; if you go to the right, I will go to the left.”
329	1	13	10	13	10	And Lot looked out and saw that the whole plain of the Jordan, all the way to Zoar, was well watered like the garden of the LORD, like the land of Egypt. (This was before the LORD destroyed Sodom and Gomorrah.)
330	1	13	11	13	11	So Lot chose the whole plain of the Jordan for himself and set out toward the east. And Abram and Lot parted company.
331	1	13	12	13	12	Abram lived in the land of Canaan, but Lot settled in the cities of the plain and pitched his tent toward Sodom.
332	1	13	13	13	13	But the men of Sodom were wicked, sinning greatly against the LORD.
333	1	13	14	13	14	After Lot had departed, the LORD said to Abram, “Now lift up your eyes from the place where you are, and look to the north and south and east and west,
334	1	13	15	13	15	for all the land that you see, I will give to you and your offspring forever.
335	1	13	16	13	16	I will make your offspring like the dust of the earth, so that if one could count the dust of the earth, then your offspring could be counted.
336	1	13	17	13	17	Get up and walk around the land, through its length and width—for I will give it to you.”
337	1	13	18	13	18	So Abram moved his tent and went to live near the oaks of Mamre at Hebron, where he built an altar to the LORD.
338	1	14	1	14	1	In those days Amraphel king of Shinar, Arioch king of Ellasar, Chedorlaomer king of Elam, and Tidal king of Goiim
339	1	14	2	14	2	went to war against Bera king of Sodom, Birsha king of Gomorrah, Shinab king of Admah, Shemeber king of Zeboiim, and the king of Bela (that is, Zoar).
340	1	14	3	14	3	The latter five came as allies to the Valley of Siddim (that is, the Salt Sea).
341	1	14	4	14	4	For twelve years they had been subject to Chedorlaomer, but in the thirteenth year they rebelled.
342	1	14	5	14	5	In the fourteenth year, Chedorlaomer and the kings allied with him went out and defeated the Rephaites in Ashteroth-karnaim, the Zuzites in Ham, the Emites in Shaveh-kiriathaim,
343	1	14	6	14	6	and the Horites in the area of Mount Seir, as far as El-paran, which is near the desert.
344	1	14	7	14	7	Then they turned back to invade En-mishpat (that is, Kadesh), and they conquered the whole territory of the Amalekites, as well as the Amorites who lived in Hazazon-tamar.
345	1	14	8	14	8	Then the king of Sodom, the king of Gomorrah, the king of Admah, the king of Zeboiim, and the king of Bela (that is, Zoar) marched out and arrayed for battle in the Valley of Siddim
346	1	14	9	14	9	against Chedorlaomer king of Elam, Tidal king of Goiim, Amraphel king of Shinar, and Arioch king of Ellasar—four kings against five.
347	1	14	10	14	10	Now the Valley of Siddim was full of tar pits, and as the kings of Sodom and Gomorrah fled, some men fell into the pits, but the survivors fled to the hill country.
348	1	14	11	14	11	The four kings seized all the goods of Sodom and Gomorrah and all their food, and they went on their way.
349	1	14	12	14	12	They also carried off Abram’s nephew Lot and his possessions, since he was living in Sodom.
350	1	14	13	14	13	Then an escapee came and reported this to Abram the Hebrew. Now Abram was living near the oaks of Mamre the Amorite, a brother of Eshcol and Aner, all of whom were bound by treaty to Abram.
